component_id	start_pos	end_pos	span_bp	n_sites	n_fragments	solver	objective	margin
phase6_comp_763	49877390	49879607	2218	7	31	exact	0.000000	0.766667
phase6_comp_764	49882548	49883072	525	3	17	exact	0.000000	2.760001
phase6_comp_765	49884244	49885424	1181	4	14	exact	0.000000	1.133334
phase6_comp_766	49896699	49897637	939	3	7	exact	0.000000	0.766667
phase6_comp_767	49898289	49898382	94	2	10	exact	0.000000	6.86667
phase6_comp_768	49899252	49900196	945	4	33	exact	0.000000	0.766667
phase6_comp_769	49902687	49903165	479	3	27	exact	0.000000	0.766667
phase6_comp_770	49905793	49906048	256	2	6	exact	0.000000	4.600002
phase6_comp_771	49906789	49908290	1502	5	26	exact	0.000000	0.766667
phase6_comp_772	49908923	49909274	352	2	2	exact	0.000000	1.533334
phase6_comp_773	49910168	49910927	760	4	42	exact	0.000000	4.200002
phase6_comp_774	49916837	49917093	257	4	35	exact	3.944446	3.0755559999999997
phase6_comp_775	49919812	49920081	270	2	5	exact	0.000000	3.833335
phase6_comp_776	49920717	49922529	1813	14	66	exact	1.869445	2.0444439999999995
phase6_comp_777	49924646	49925126	481	3	16	exact	0.000000	3.833335
phase6_comp_778	49927636	49927849	214	2	3	exact	0.000000	2.300001
phase6_comp_779	49929173	49931781	2609	15	139	exact	0.000000	0.366667
phase6_comp_780	49932229	49933472	1244	6	39	exact	0.000000	1.533334
phase6_comp_781	49935142	49935419	278	2	3	exact	0.000000	2.300001
phase6_comp_782	49938133	49938440	308	2	4	exact	0.000000	3.066668
phase6_comp_783	49939692	49940635	944	4	30	exact	0.000000	0.766667
phase6_comp_784	49944619	49944743	125	2	7	exact	0.000000	5.366669
phase6_comp_785	49947813	49948079	267	3	23	exact	0.000000	1.755556
phase6_comp_786	49949725	49950083	359	2	4	exact	0.000000	2.666668
phase6_comp_787	49951518	49952741	1224	5	30	exact	0.000000	3.833335
phase6_comp_788	49954561	49955265	705	4	41	exact	0.000000	1.5000010000000001
phase6_comp_789	49959395	49959775	381	2	4	exact	0.000000	2.666668
phase6_comp_790	49960506	49960741	236	3	14	exact	0.000000	6.1805579999999996
phase6_comp_791	49961782	49964432	2651	9	67	exact	0.766667	0.766667
phase6_comp_792	49968829	49968831	3	2	16	exact	0.000000	11.366671
phase6_comp_793	49969908	49970223	316	2	1	exact	0.000000	0.366667
phase6_comp_794	49974236	49974588	353	4	39	exact	0.766667	3.4333349999999996
phase6_comp_795	49978760	49979129	370	2	2	exact	0.000000	1.533334
phase6_comp_796	49988262	49988448	187	2	10	exact	0.000000	7.2666699999999995
phase6_comp_797	49991132	49992412	1281	5	26	exact	0.000000	0.766667
phase6_comp_798	49993430	49994072	643	3	9	exact	0.000000	3.033335
phase6_comp_799	49996894	49997829	936	6	52	exact	0.000000	0.766667
phase6_comp_800	49999950	49999993	44	2	21	exact	1.000000	12.966673
